age,sex,address,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,health,absences,G1,G2,G3
17,F,R,1,4,4,1,1,no,yes,no,no,yes,yes,no,5,5,4,5,14,4.5,4.5,4
18,M,U,2,2,1,2,0,no,no,no,no,no,yes,no,5,5,4,2,16,4,3.5,4
17,F,U,2,2,1,1,1,no,yes,no,no,no,yes,no,3,1,2,1,8,5.5,4.5,5
17,F,R,1,1,2,3,0,no,no,no,yes,yes,yes,no,4,3,3,5,4,7.5,7,7.5
17,F,U,4,2,1,2,0,no,yes,no,yes,yes,no,no,4,3,2,4,4,7.5,7,7
17,M,U,4,3,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,5,8,7.5,7.5,7.5
17,M,R,4,4,2,2,0,no,yes,no,no,yes,yes,no,3,3,3,4,0,6,6,6
16,M,U,4,3,1,1,0,no,no,no,yes,yes,yes,no,5,4,5,3,7,7,7,7.5
16,M,U,4,4,1,1,0,no,no,yes,yes,yes,yes,no,5,3,2,5,4,7,7.5,7.5
17,F,U,4,4,1,2,0,no,yes,yes,no,yes,yes,yes,5,3,1,5,2,5.5,5.5,6
17,M,R,1,1,2,3,0,no,no,no,no,yes,yes,yes,4,3,3,1,2,6.5,7,7.5
17,F,U,3,3,2,3,0,no,yes,no,no,yes,yes,yes,4,2,2,5,10,5.5,5.5,5.5
17,F,U,1,1,1,2,0,yes,no,no,no,yes,no,yes,4,3,2,4,10,5,4.5,5
18,F,U,2,1,2,3,0,no,yes,no,no,yes,yes,yes,4,4,4,3,10,6,5,5.5
16,M,U,2,1,3,1,0,no,no,no,no,yes,yes,no,4,3,3,4,7,7.5,8,8
17,F,U,1,1,1,2,0,no,yes,no,no,yes,no,no,4,3,4,5,4,5.5,5,5.5
17,M,U,2,3,2,1,0,no,no,no,no,yes,yes,no,5,2,2,2,2,4.5,6,6.5
22,M,U,3,1,1,1,3,no,no,no,no,no,yes,yes,5,4,5,1,12,3.5,4,2.5
18,M,R,3,3,1,2,0,no,yes,no,no,yes,yes,yes,4,3,3,5,8,5,4.5,5
16,M,U,0,2,1,1,0,no,no,no,no,yes,yes,no,4,3,2,5,0,5.5,6,5.5
18,M,U,3,2,2,1,0,no,no,no,no,no,yes,no,4,4,5,5,8,3.5,4,3.5
16,M,U,3,3,3,2,1,yes,yes,no,no,yes,yes,no,5,3,3,2,4,4.5,5.5,5
18,M,U,2,1,1,1,2,no,no,no,no,no,yes,no,3,2,5,5,4,3.5,4,3
16,M,R,2,1,2,1,0,no,no,no,yes,yes,no,no,3,3,2,3,2,7,6.5,6
17,M,R,2,1,1,1,0,no,no,no,no,yes,yes,no,4,4,2,5,0,6,6,6.5
17,M,U,1,1,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,5,0,4.5,5,5
18,F,U,2,1,1,2,0,no,yes,no,no,yes,yes,yes,4,3,4,5,2,6,6,6.5
17,F,U,4,2,1,4,0,no,yes,no,yes,yes,yes,no,4,2,3,4,2,7,7.5,8.5
19,F,U,2,2,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,5,0,5,5,5.5
18,M,U,2,1,3,2,1,no,no,no,yes,no,yes,no,4,4,5,5,4,5.5,5,5.5
17,F,R,4,2,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,5,2,5.5,6,7
18,F,U,1,1,1,3,0,no,yes,no,no,yes,no,no,4,4,3,3,4,5.5,6,7
18,F,R,2,2,1,2,0,yes,no,no,no,yes,no,no,3,2,3,5,4,5.5,5.5,6.5
19,M,U,4,3,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,4,5.5,6.5,7
18,M,U,2,1,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,4,2,8,8,8
17,M,R,2,2,2,1,0,no,no,no,no,no,no,no,5,2,2,4,0,4.5,5,5
17,F,U,2,2,1,4,0,no,no,no,yes,yes,yes,yes,3,4,1,2,2,5,5.5,6
20,F,R,2,1,2,2,0,no,yes,yes,yes,no,yes,yes,1,2,3,2,8,5,6,6
18,F,U,4,3,1,2,0,no,yes,no,no,yes,yes,yes,3,1,2,2,2,7.5,7.5,7.5
18,M,U,4,3,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,3,2,5,5,5.5
18,M,R,3,2,1,3,0,no,no,no,yes,yes,no,no,5,3,2,3,2,5,5.5,6
17,F,U,3,3,1,3,0,no,no,no,yes,yes,no,no,3,2,3,4,2,7.5,6,6.5
18,F,U,2,2,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,0,5.5,6,6.5
17,M,U,2,2,2,1,0,no,no,no,no,no,yes,no,4,4,4,4,8,4,4,4.5
18,M,R,3,4,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,1,6,7.5,8,8
17,M,U,3,1,1,2,0,no,no,no,yes,yes,yes,yes,5,4,4,5,0,5.5,5.5,7
18,F,R,4,4,2,2,0,no,no,no,yes,yes,yes,no,4,3,4,4,8,5,5.5,6
18,M,U,4,2,1,2,0,no,yes,no,yes,yes,yes,yes,5,4,5,5,4,5,6,7
18,F,R,2,1,2,2,0,no,yes,no,no,no,yes,yes,4,3,5,3,12,4,4.5,5
19,F,U,3,3,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,5,16,5.5,6,6
18,F,U,2,3,1,4,0,no,yes,no,yes,yes,yes,yes,4,5,5,2,10,8,8,8
18,F,U,1,1,2,2,0,no,yes,no,no,yes,no,no,4,4,3,3,2,6.5,6.5,6.5
17,M,R,1,2,1,2,0,no,yes,no,yes,yes,no,yes,3,5,2,1,2,8,8.5,9
18,F,U,2,1,1,2,0,no,yes,no,no,yes,yes,yes,4,2,5,1,8,7,7,7.5
17,F,U,2,4,2,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,6,7.5,8,8
17,F,U,2,2,2,2,0,yes,yes,no,no,yes,yes,yes,4,4,4,5,6,6,6,6
18,F,R,3,2,2,2,0,no,no,no,no,no,yes,yes,4,1,1,5,15,6,4.5,5
18,M,U,4,4,2,1,0,no,no,no,yes,yes,yes,no,3,2,4,3,6,5.5,6,6
18,F,U,4,4,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,4,2,7,6,6.5
17,F,U,2,2,3,3,0,no,yes,no,no,yes,yes,yes,4,2,3,1,8,6.5,7.5,7.5
19,F,R,3,2,1,2,1,yes,yes,no,no,no,yes,no,3,3,3,3,0,4.5,4,5
18,M,U,4,3,2,1,0,no,no,no,yes,yes,yes,no,4,2,3,1,0,5,5,5
18,M,U,1,2,2,1,0,no,no,no,no,no,yes,no,3,4,4,4,10,5,5,5.5
17,M,U,4,1,2,1,0,no,no,no,yes,yes,yes,yes,4,5,4,5,22,5.5,5.5,5
17,M,U,3,2,1,1,0,no,no,no,no,yes,yes,no,4,4,4,3,18,6.5,6.5,6.5
18,F,R,1,1,2,4,0,no,yes,no,yes,yes,no,no,5,2,2,3,2,8.5,8.5,9
18,F,U,1,1,2,2,0,yes,no,no,yes,yes,yes,no,5,4,4,4,0,6,6.5,6.5
17,F,U,2,2,1,2,0,no,yes,no,no,yes,yes,no,5,4,5,5,12,6,6,7
18,F,U,2,1,2,2,0,no,no,no,yes,yes,yes,yes,4,3,1,5,10,6,6.5,7
17,M,U,1,1,1,2,0,no,no,no,no,yes,yes,no,4,3,3,4,0,6,6,6
18,F,U,2,2,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,2,0,9,9,9
17,F,U,1,1,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,3,0,6.5,6.5,7
18,M,U,2,1,1,3,0,no,no,no,yes,yes,yes,no,4,2,4,2,0,7,7.5,7.5
18,M,U,4,4,1,2,0,no,yes,no,yes,yes,yes,no,5,4,3,2,0,8.5,8.5,8.5
18,M,U,4,2,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,5,2,7.5,8,8
17,F,U,4,3,1,3,0,no,yes,no,no,yes,yes,no,4,2,2,3,0,8.5,9,9
17,F,R,3,1,2,4,0,no,yes,no,no,yes,no,no,3,1,2,3,0,9,9.5,9.5
18,M,R,3,2,2,3,0,no,yes,no,yes,yes,yes,no,5,4,2,4,0,7,7.5,7.5
17,M,U,3,3,1,1,0,no,yes,no,no,yes,yes,no,4,4,3,5,0,7,7.5,7.5
19,F,U,4,4,2,2,0,no,yes,no,yes,yes,yes,no,2,3,4,2,2,7,6.5,6.5
18,F,U,4,3,2,2,0,no,yes,no,no,yes,yes,yes,4,4,5,2,0,6.5,7,7
18,F,U,4,3,1,4,0,no,yes,no,no,yes,yes,no,4,3,3,3,0,8,8.5,8.5
18,M,U,4,4,1,1,0,no,yes,no,no,yes,yes,yes,1,4,2,1,0,9,9,8.5
18,F,U,4,4,1,2,0,no,yes,yes,no,yes,yes,yes,4,2,4,4,0,7,7.5,7.5
17,M,U,4,4,2,1,0,no,no,no,no,yes,yes,no,4,1,1,5,0,6,6.5,6.5
17,F,R,4,4,2,3,0,no,yes,no,yes,yes,yes,no,5,3,4,5,0,3.5,3.5,4
17,F,U,4,2,2,3,0,no,yes,no,no,yes,yes,no,4,3,3,3,0,8,8,8
17,F,U,3,2,1,4,0,no,yes,no,yes,yes,yes,no,5,2,2,5,0,9,9,9
19,M,R,2,1,2,3,1,no,no,no,yes,yes,yes,yes,4,3,1,5,0,4.5,5,5.5
20,M,U,3,2,1,1,2,no,no,no,yes,yes,no,no,5,5,3,5,0,7,7.5,7.5
19,M,R,3,3,1,2,0,no,no,no,yes,yes,no,yes,4,5,3,5,0,5,5,5.5
18,F,U,1,4,1,2,0,yes,yes,no,no,yes,no,yes,3,4,4,5,2,5,5,5.5
18,F,U,2,1,2,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,2,6,6,7.5
17,F,U,2,3,2,2,0,no,no,no,yes,yes,yes,yes,4,2,1,3,2,5.5,6,7
17,F,R,4,4,1,1,0,no,no,no,yes,yes,yes,no,4,4,4,5,2,7.5,8,8.5
18,F,U,4,3,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,4,5,2,7,7.5,8.5
18,F,U,4,3,2,1,0,no,yes,no,no,yes,yes,no,3,2,4,1,8,6,6,7.5
17,F,R,3,4,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,5,2,7.5,7.5,8.5
18,F,U,3,3,1,2,0,no,yes,no,no,yes,yes,no,4,1,4,3,8,5.5,6,7
19,M,U,4,2,2,2,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,9,5.5,5,5
18,F,U,4,4,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,5,0,6,5.5,6.5
18,F,U,3,4,1,1,0,no,yes,no,yes,yes,yes,yes,5,4,4,1,4,5.5,6,7
17,F,U,4,4,1,1,0,no,no,no,yes,yes,yes,no,5,3,4,5,2,7,7.5,8.5
17,F,U,4,3,1,2,0,no,yes,no,no,yes,yes,yes,5,2,2,5,14,7.5,7,8.5
17,F,U,3,3,1,2,0,yes,yes,no,no,yes,yes,no,5,3,3,5,0,6,6,6.5
17,F,U,2,1,1,2,0,no,no,no,yes,yes,yes,no,4,2,3,2,2,5.5,6,7
18,M,U,4,4,1,1,0,no,yes,no,no,yes,yes,no,4,2,5,5,2,4,4.5,5.5
19,F,U,1,1,3,3,0,no,no,no,yes,no,no,yes,1,5,5,5,12,5,5,5.5
19,F,U,1,1,3,2,2,no,yes,no,no,yes,yes,yes,5,3,4,4,2,4,4,4.5
18,F,U,2,2,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,5,5,2,5,5,5
17,F,U,2,2,1,2,0,no,yes,no,no,yes,no,yes,4,2,2,3,4,7,6.5,6.5
17,F,R,2,2,1,3,0,no,yes,no,yes,yes,yes,no,3,3,2,3,0,5.5,5.5,5
17,F,U,3,1,1,3,0,no,yes,no,no,yes,yes,no,3,4,3,5,0,8.5,9,8.5
17,F,U,0,2,2,3,0,no,no,no,no,yes,yes,no,3,3,3,2,0,7,7,7.5
18,F,U,1,1,2,3,0,no,no,no,yes,yes,yes,no,4,5,5,2,0,7,7,7
18,M,U,4,4,1,3,0,no,no,no,yes,yes,yes,no,4,3,3,3,0,6.5,7,6.5
17,M,U,3,3,1,1,0,no,no,no,yes,yes,yes,no,4,3,5,5,0,8.5,9,8.5
17,M,R,2,2,4,1,0,no,yes,no,no,yes,yes,no,4,4,5,4,2,5.5,5,5
17,F,U,4,4,1,3,0,no,yes,no,yes,yes,yes,no,5,4,4,4,0,6.5,6,6.5
17,F,U,4,4,2,3,0,no,yes,no,no,yes,yes,yes,4,3,3,4,4,7.5,7,7.5
17,F,U,3,3,1,1,0,no,yes,yes,yes,yes,yes,no,4,2,5,5,2,5.5,6,5.5
18,M,U,2,2,1,4,0,no,yes,yes,yes,yes,yes,no,4,5,5,5,0,5.5,5.5,6
19,M,R,3,2,1,1,0,no,yes,no,no,yes,no,yes,5,3,4,5,0,5.5,5,5
18,F,U,2,2,4,2,0,no,no,no,yes,yes,no,yes,4,2,5,2,2,5,4.5,5
17,F,R,2,4,1,3,0,no,yes,no,no,yes,yes,yes,4,4,3,5,0,7.5,7.5,7.5
18,M,U,2,2,1,1,0,no,no,no,no,yes,yes,no,5,4,2,5,6,7.5,7,7.5
18,F,U,3,3,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,4,8,5,5.5,6
18,F,U,2,2,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,2,0,5,4.5,6
18,F,R,2,2,2,4,0,no,no,no,yes,yes,no,no,4,4,4,4,6,7,6.5,7
17,F,U,3,4,1,3,0,no,no,no,no,yes,yes,no,4,4,5,5,8,5.5,6.5,7
17,F,U,3,2,1,2,0,no,yes,no,no,yes,yes,yes,4,3,2,2,0,6,6.5,7.5
18,F,U,3,3,1,4,0,no,yes,no,no,yes,yes,no,5,3,3,1,4,7,7,7.5
17,F,R,3,2,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,2,0,7,7,8
18,M,U,4,4,1,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,0,6,6,6.5
18,M,U,3,4,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,5,6,8,8,8.5
17,F,U,2,2,1,2,0,no,yes,no,no,yes,yes,yes,3,3,1,4,18,5,6,7
18,F,U,2,3,1,3,0,no,yes,no,no,yes,yes,no,4,3,3,3,0,5.5,6,7
18,F,U,3,2,1,3,0,no,no,no,no,yes,yes,yes,5,4,3,1,4,7,8,8.5
18,M,R,4,3,1,3,0,no,no,no,no,yes,yes,yes,5,3,2,4,4,7.5,7,8.5
18,M,U,4,3,1,3,0,no,yes,no,no,yes,yes,yes,5,4,5,5,0,7,6.5,7
17,F,U,4,3,1,3,0,no,yes,no,yes,yes,yes,yes,4,4,3,4,0,5.5,6,6.5
17,F,U,2,1,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,1,10,6,7.5,7.5
17,F,U,2,1,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,4,4,6,8,8
19,F,U,2,3,2,1,1,no,no,no,no,no,yes,no,2,2,3,5,16,5,5.5,5.5
17,F,U,3,1,1,1,1,no,yes,yes,no,yes,yes,yes,4,1,2,3,6,5,6.5,6.5
21,F,U,4,4,1,3,2,no,no,yes,yes,yes,yes,no,3,3,2,5,0,4.5,6,6
18,M,U,2,2,1,2,0,no,yes,no,yes,no,yes,no,4,4,4,3,11,4.5,5.5,6
18,M,U,3,4,1,2,0,no,no,no,yes,yes,yes,yes,4,3,5,2,9,6.5,7,7.5
17,F,U,2,2,1,2,0,no,yes,no,yes,yes,yes,no,4,3,4,4,0,6.5,8.5,8.5
17,M,U,4,4,1,3,0,no,yes,no,no,yes,yes,no,4,4,2,4,2,6,7.5,7.5
18,F,U,4,2,1,2,0,no,yes,no,yes,yes,yes,no,4,2,2,3,0,7,8.5,8.5
21,M,R,1,1,2,2,2,no,yes,no,yes,no,yes,yes,5,3,3,4,21,4.5,5,5
20,F,R,1,1,2,3,0,no,no,no,no,yes,yes,yes,3,2,2,3,8,5.5,7.5,7.5
19,F,U,4,4,1,1,1,no,yes,no,no,yes,yes,yes,3,2,5,5,5,4.5,5,5.5
17,M,U,3,2,1,2,0,no,yes,no,no,yes,yes,no,4,4,4,5,10,8,9,9
18,F,U,3,2,1,3,0,no,yes,no,no,yes,yes,yes,4,3,4,2,5,7,8.5,8.5
18,M,R,2,3,1,1,0,no,no,no,no,yes,yes,no,3,1,3,4,13,6.5,7,7
19,M,U,2,1,1,1,0,no,no,no,no,yes,yes,no,5,3,4,4,10,3.5,5.5,5.5
18,F,U,2,2,2,2,0,no,yes,no,no,yes,yes,no,4,1,4,4,10,7,8.5,8.5
20,F,U,1,0,2,1,1,yes,no,no,no,yes,yes,yes,5,3,1,5,5,4,5,5
18,F,U,3,2,1,2,0,no,yes,no,yes,yes,yes,yes,3,1,2,1,4,5,6.5,6.5
16,F,U,1,3,2,1,0,no,yes,no,no,no,yes,yes,4,3,3,5,11,5,5.5,5.5
16,F,R,2,2,2,2,0,no,yes,no,yes,yes,yes,no,4,4,4,5,0,6,6,6
15,F,R,1,1,1,1,1,no,yes,no,no,yes,no,yes,4,1,3,2,6,5,5,5
15,F,R,3,3,2,1,0,no,yes,no,no,yes,yes,no,5,4,4,5,4,5,5,5.5
16,F,R,2,3,2,2,0,no,no,no,no,yes,no,no,4,5,2,5,0,8,8.5,8.5
15,F,R,2,1,2,1,0,no,no,no,no,no,no,no,1,3,4,1,0,3,4,4.5
16,M,R,4,4,1,2,0,no,yes,no,no,yes,no,no,5,3,2,2,5,5,5.5,5.5
16,M,U,1,2,1,3,0,yes,no,no,no,yes,yes,no,4,4,3,5,0,5,5.5,5.5
17,F,R,3,2,1,2,1,no,no,no,no,yes,no,yes,4,5,4,5,0,5,5,5
17,F,R,1,1,1,1,1,no,yes,no,no,no,yes,no,5,4,4,5,0,3,3,3.5
15,F,R,4,4,2,1,0,no,no,no,no,yes,yes,yes,1,5,1,5,0,6.5,7,7
16,F,U,2,2,2,4,0,no,no,no,yes,no,no,yes,1,2,1,1,4,5,4.5,5.5
15,F,R,1,1,2,2,0,no,yes,no,no,yes,yes,no,5,4,3,4,0,5,5,5
15,F,R,1,1,2,1,1,no,yes,no,no,yes,yes,yes,4,4,3,2,4,3,3.5,4
16,F,R,0,2,2,1,0,no,yes,no,yes,yes,no,no,3,2,3,2,0,6,5.5,6
17,F,R,2,3,2,1,0,no,yes,no,no,yes,yes,no,5,5,5,3,2,5,5.5,6
15,F,R,3,3,2,1,0,no,no,no,no,yes,yes,no,4,1,3,4,0,7,8,8
16,M,U,1,1,2,2,0,no,yes,no,yes,yes,no,yes,5,4,5,3,0,3.5,0,0
17,M,U,1,1,1,2,0,no,no,yes,no,yes,yes,no,4,4,3,5,4,4,4.5,4.5
15,M,R,4,1,1,2,0,no,yes,no,yes,yes,yes,no,5,3,4,2,0,6,6.5,7
15,M,R,4,1,1,2,0,no,yes,no,yes,yes,yes,no,5,3,4,2,7,3.5,4.5,4
16,M,R,3,4,3,2,0,no,no,no,no,yes,no,no,3,4,5,5,4,4.5,5,5.5
15,M,R,1,1,4,2,0,no,yes,no,yes,yes,no,yes,5,4,5,4,8,3.5,4.5,4.5
15,M,U,3,3,1,2,0,no,yes,no,yes,yes,yes,no,5,3,3,5,0,5.5,5.5,5.5
17,M,R,2,1,3,1,0,no,no,no,yes,no,no,yes,5,5,5,3,8,4,5,4.5
16,F,R,4,4,2,3,0,no,no,no,yes,yes,yes,yes,4,2,2,4,6,8,8,8.5
15,F,R,1,2,2,1,0,no,no,no,no,yes,no,no,5,1,2,1,3,5.5,6.5,6.5
16,F,R,2,3,3,2,0,no,yes,no,no,yes,yes,no,4,5,4,1,2,7.5,7.5,7.5
16,M,R,1,2,2,2,0,no,no,no,no,yes,no,no,4,3,3,5,0,5,5.5,5.5
16,F,R,2,2,3,2,0,no,yes,no,no,yes,yes,no,4,4,5,4,4,4.5,5,5.5
16,F,U,1,2,1,3,1,no,yes,no,no,yes,no,no,1,3,2,4,0,5,4,4
16,F,U,1,2,1,3,1,no,yes,no,no,yes,no,no,1,3,2,4,3,4.5,4,4
15,F,U,2,1,1,2,0,yes,yes,no,no,yes,yes,no,4,4,2,2,0,4.5,5,4.5
16,F,U,1,1,1,2,0,no,yes,no,no,yes,no,yes,5,4,3,2,0,6.5,7,7.5
17,M,R,1,2,1,1,0,no,yes,no,yes,yes,yes,no,5,5,5,3,4,5,5.5,5.5
16,F,R,1,1,4,4,0,no,yes,no,no,yes,yes,no,4,3,2,1,0,6.5,5,6.5
16,F,R,1,1,4,3,0,yes,yes,no,no,yes,no,no,4,4,3,5,2,5,4.5,5
15,F,R,1,1,2,2,0,no,yes,no,yes,yes,yes,no,4,3,3,2,1,5.5,5,5.5
16,F,R,1,1,2,1,0,no,no,no,yes,yes,yes,yes,4,2,2,2,0,6.5,6,7
15,F,R,1,1,3,2,0,no,yes,no,no,yes,no,no,4,2,1,2,0,6.5,7,7
15,F,R,2,2,1,3,0,yes,yes,no,no,yes,no,no,4,4,3,5,2,7,5.5,6
16,M,R,1,1,2,1,0,no,no,no,yes,yes,no,no,3,4,4,5,6,5.5,5.5,5.5
18,F,U,1,2,1,2,1,no,yes,no,yes,yes,yes,yes,3,4,4,5,9,4.5,4,4
15,M,U,3,1,2,1,0,no,yes,no,no,yes,no,no,3,2,3,4,0,5,4.5,5.5
16,F,R,2,2,3,2,0,no,yes,no,yes,yes,yes,no,5,3,4,2,1,7,6.5,7
15,M,U,2,2,3,1,0,no,no,no,no,yes,no,no,4,3,3,4,1,6.5,6,6.5
16,M,U,4,4,1,2,0,no,yes,no,yes,yes,no,yes,4,3,1,3,0,6.5,6,6.5
15,F,R,3,3,1,2,0,no,yes,no,no,yes,yes,yes,4,5,4,1,4,6.5,6,6
16,F,R,2,2,2,2,1,no,yes,no,yes,yes,no,no,4,4,4,5,2,6,5.5,6
16,F,R,2,2,3,1,0,no,yes,no,yes,yes,no,yes,4,3,2,4,0,7,7,8
16,M,U,2,1,2,1,0,no,yes,no,yes,yes,yes,no,2,4,3,4,4,5,4,5
15,M,R,1,3,3,1,0,no,yes,no,yes,yes,yes,no,4,2,4,3,2,5,5.5,5.5
15,F,U,2,2,2,3,0,no,yes,no,yes,yes,no,no,5,3,2,4,0,6,6.5,7
16,F,R,2,1,1,1,0,no,yes,no,no,yes,yes,yes,5,4,3,5,2,5,4,4
15,M,U,3,3,2,1,0,no,yes,no,yes,yes,yes,no,4,3,3,3,11,6,5,5.5
16,F,R,1,1,2,2,3,yes,yes,no,no,yes,no,no,3,4,3,1,0,3.5,3.5,4
17,F,U,2,2,1,1,0,no,yes,no,yes,no,no,no,4,5,3,5,4,4.5,4.5,5
19,F,U,2,3,1,1,1,no,no,no,no,no,yes,yes,4,4,4,2,0,4.5,4.5,5
17,F,R,2,1,3,1,0,no,yes,no,yes,no,no,yes,5,5,3,3,2,4.5,5,5.5
15,F,R,1,1,2,1,0,no,yes,no,no,no,no,yes,5,2,1,4,0,4.5,5,4.5
16,F,R,2,2,3,2,0,no,yes,no,no,no,yes,no,3,4,5,1,1,4.5,5,5.5
16,F,U,2,2,1,1,0,no,yes,no,no,no,no,no,4,3,4,1,6,3.5,3.5,4
17,F,R,2,2,2,2,0,no,yes,no,no,yes,yes,no,4,3,5,4,0,5.5,5,5.5
16,F,U,2,2,1,1,1,no,yes,yes,yes,yes,yes,no,4,4,3,3,1,4.5,5,5
18,F,R,3,2,2,3,2,no,yes,no,no,no,no,yes,3,3,2,2,6,3.5,4.5,5
19,F,U,1,1,1,3,1,no,no,no,yes,no,no,yes,5,3,1,3,6,3.5,4.5,4.5
18,M,R,1,1,2,1,1,no,no,no,yes,no,yes,no,4,4,3,4,0,4,4.5,5
18,F,R,1,1,2,1,1,no,no,no,no,no,yes,yes,3,2,3,2,4,4.5,5.5,5
19,F,U,1,1,2,2,1,no,yes,no,no,yes,yes,yes,1,1,4,1,12,3.5,4,4.5
16,F,R,2,2,1,2,0,no,no,no,no,yes,no,yes,3,3,2,3,2,4,5,5
17,F,U,0,1,2,1,0,no,no,no,yes,yes,no,no,2,4,4,5,5,4.5,4.5,5
16,F,R,1,2,1,2,0,no,no,no,yes,no,yes,no,4,4,5,3,0,4,4.5,4.5
16,F,U,3,3,1,1,0,no,no,no,yes,no,yes,yes,4,5,4,4,0,7,6.5,6.5
16,F,R,1,1,1,1,0,no,yes,no,yes,yes,yes,yes,4,4,4,4,2,7,7,7
17,M,U,3,3,2,4,1,no,yes,yes,yes,yes,no,no,5,4,5,5,0,5,5.5,5
16,F,U,2,1,1,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,0,7,6.5,7
16,F,U,2,2,1,1,0,no,yes,yes,yes,yes,no,yes,4,2,5,5,0,8.5,8,8
17,M,U,1,2,1,1,1,no,yes,no,yes,no,yes,yes,5,3,5,1,12,3,3.5,3.5
16,M,U,4,3,1,1,0,no,no,no,yes,yes,yes,no,4,2,5,5,8,7,6,6.5
17,M,R,2,2,3,4,1,no,yes,no,no,yes,no,no,1,3,5,3,2,5,4,4.5
16,F,U,1,1,1,4,0,yes,yes,no,yes,yes,yes,no,2,2,1,5,0,7,7,7
19,F,U,2,2,1,3,0,no,no,no,no,yes,yes,yes,5,4,5,1,0,6,6.5,6.5
17,F,R,1,1,2,1,0,no,yes,no,yes,yes,yes,yes,4,4,5,5,0,5.5,5.5,5.5
20,F,U,3,3,2,2,1,no,no,no,yes,yes,yes,yes,3,3,4,3,8,5.5,4.5,5
17,F,U,1,1,1,3,0,no,yes,no,no,yes,no,yes,4,3,3,3,0,5.5,5.5,5
17,M,R,2,2,3,1,1,no,yes,no,no,yes,yes,no,4,4,5,5,0,5,4.5,4.5
16,F,R,1,1,3,2,0,no,yes,no,no,yes,no,no,5,3,2,1,0,8,8.5,9
17,F,R,2,2,2,2,0,no,yes,no,yes,yes,no,no,5,3,2,1,0,7.5,8.5,8.5
17,F,U,1,0,2,2,0,no,no,no,no,yes,yes,yes,4,4,5,4,1,5.5,4.5,5
18,F,R,1,1,1,2,1,no,yes,no,no,yes,yes,yes,4,3,2,5,9,3.5,3.5,3.5
16,F,U,3,1,1,1,0,no,no,no,yes,yes,yes,no,3,1,3,1,0,4,3,4
16,F,U,3,2,1,1,0,no,no,no,no,yes,yes,no,3,1,3,3,2,3.5,3,3.5
18,F,U,1,1,2,2,0,yes,no,no,no,yes,no,no,2,3,5,3,8,4.5,4,5
16,F,R,4,4,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,2,0,7,8,8
16,F,R,1,2,2,1,0,no,no,no,yes,yes,yes,no,5,4,5,2,0,7,7,7.5
18,F,U,2,4,1,2,1,no,yes,no,no,yes,yes,no,2,3,2,1,8,4,2.5,4
16,M,R,2,1,2,2,0,no,no,no,yes,yes,yes,no,5,2,1,2,0,4,3.5,0
16,F,U,1,1,3,2,0,no,yes,no,no,yes,yes,no,4,3,2,5,6,3,4,4
16,F,R,2,3,2,2,0,no,yes,no,yes,yes,yes,no,3,3,3,2,0,4,5,5
16,F,U,4,4,1,2,0,no,yes,no,no,yes,yes,yes,4,3,4,3,4,4,4,4
18,M,U,4,4,1,4,0,no,yes,no,yes,no,yes,yes,5,5,5,5,2,2.5,3,3
16,F,R,3,4,3,2,0,no,yes,no,no,yes,no,no,4,2,1,2,2,3.5,4.5,4
17,M,U,4,4,1,3,0,no,yes,no,no,yes,yes,no,4,4,3,5,0,7.5,7,8
17,F,R,4,1,1,1,0,no,no,no,no,yes,yes,yes,4,2,3,5,1,6.5,7,7
16,M,U,2,2,4,3,0,no,no,no,no,yes,no,no,5,1,3,3,0,5,4.5,5
17,F,R,2,2,1,1,0,no,yes,yes,no,yes,yes,no,5,1,3,5,5,4.5,4.5,4.5
